date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:15	1659/1659	---MC-	200	added ('OK')	application/rss+xml	etag:%223b875df5cb8d7d1d780b710fe66afe7d%22	http://testbasik.local/category/uncategorized/feed/	C:/My%20Web%20Sites/TEST/testbasik.local/category/uncategorized/feed/index.html	(from http://testbasik.local/category/uncategorized/)
11:11:15	2792/2792	---MCZ	200	added ('OK')	application/json	date:Mon,%2024%20Jun%202024%2009:11:14%20GMT	http://testbasik.local/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/TEST/testbasik.local/wp-json/wp/v2/pages/2	(from http://testbasik.local/sample-page/)
11:11:15	4118/4118	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2009:11:15%20GMT	http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1	C:/My%20Web%20Sites/TEST/testbasik.local/wp-loginc46a.html	(from http://testbasik.local/wp-admin/)
11:11:17	102518/102518	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2009:11:15%20GMT	http://testbasik.local/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.5.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/load-stylesdaf0.css	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:17	1982/1982	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2009:11:15%20GMT	http://testbasik.local/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/TEST/testbasik.local/wp-loginc2b6.html	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:17	9141/9141	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265ce417b-23b5%22	http://testbasik.local/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/TEST/testbasik.local/wp-includes/js/dist/i18n.minc33c.js	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:17	1123/1123	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22600ac5c3-463%22	http://testbasik.local/wp-admin/js/password-strength-meter.min.js?ver=6.5.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/js/password-strength-meter.min380f.js	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:19	18833/18833	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263331441-4991%22	http://testbasik.local/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-includes/js/underscore.mind584.js	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:19	1426/1426	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22632938ea-592%22	http://testbasik.local/wp-includes/js/wp-util.min.js?ver=6.5.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-includes/js/wp-util.min380f.js	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:19	6276/6276	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264939695-1884%22	http://testbasik.local/wp-admin/js/user-profile.min.js?ver=6.5.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/js/user-profile.min380f.js	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
11:11:20	3113/3113	---M--	200	added ('OK')	image/png	etag:%225ec64574-c29%22	http://testbasik.local/wp-admin/images/w-logo-blue.png?ver=20131202	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/images/w-logo-blue7a53.png	(from http://testbasik.local/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.5.4)
11:11:20	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225521a71b-5f1%22	http://testbasik.local/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/images/wordpress-logo7d6b.svg	(from http://testbasik.local/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.5.4)
11:11:21	4105/4105	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2009:11:21%20GMT	http://testbasik.local/wp-login.php	C:/My%20Web%20Sites/TEST/testbasik.local/wp-login.html	(from http://testbasik.local/wp-login.php?action=lostpassword)
11:11:26	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225f11dba7-dcf4%22	http://testbasik.local/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/TEST/testbasik.local/wp-includes/fonts/dashicons7d4b.eot	(from http://testbasik.local/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.5.4)
11:11:26	56392/56392	---M--	200	added ('OK')	application/font-sfnt	etag:%225f11dba7-dc48%22	http://testbasik.local/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/TEST/testbasik.local/wp-includes/fonts/dashicons7d4b.ttf	(from http://testbasik.local/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.5.4)
11:11:28	159181/159181	---MC-	200	added ('OK')	application/javascript	etag:6.5.4	http://testbasik.local/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,zxcvbn-async,wp-polyfill-inert,regenerator-runtime,wp-polyfill,wp-hooks&ver=6.5.4	C:/My%20Web%20Sites/TEST/testbasik.local/wp-admin/load-scripts5467.php	(from http://testbasik.local/wp-login.php?redirect_to=http%3A%2F%2Ftestbasik.local%2Fwp-admin%2F%26reauth=1)
